COORD_OP_METHOD_CODE,COORD_OP_METHOD_NAME,REVERSE_OP,"FORMULA",EXAMPLE,REMARKS,"INFORMATION_SOURCE",DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
1059,Geographic3D to GravityRelatedHeight (PNG),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.",(none),Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,15-12-2016,2015.052 2016.050,0
1072,Geographic3D to GravityRelatedHeight (OSGM15-Ire),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and     H = the gravity-related height in the target vertical CRS.",(none),Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,22-11-2016,2016.049,0
1073,Geographic3D to GravityRelatedHeight (IGN2009),0,"This transformation involves the application of a height difference interpolated from a height correction model. The model provides height difference values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the height difference is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the height correction (C) of the target datum above the ellipsoid of the source Geographic 3D CRS. C differs from the geoid-ellipsoid separation N because a vertical datum is a realisation of the geoid surface, not the geoid itself.

Then:
           H = h - C

where h = the height above the ellipsoid in the source geographic 3D CRS
and   H = the gravity-related height in the target vertical CRS.",(none),Transformation of the vertical component of a Geographic 3D CRS to a Vertical CRS. File header of method code 9664  (4 lines) has changed in this method (1 line);  recommended interpolation method now in a separate XML file with same name as the grid.,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,6-1-2018,2017.045,0
1082,Geographic3D to GravityRelatedHeight (SA 2010),0,"This transformation involves the application of a geoid-ellipsoid separation value interpolated from a quasigeoid model. The model provides separation values at the nodes on a regular grid of latitude and longitude intersection points. The geodetic latitude and longitude used to interpolate within the grid are not affected by this transformation.

The grid is referenced to a specific geographic CRS (the source CRS) and interpolation must be made in this system.

Calculation of the separation is achieved through a bi-linear interpolation of the grid, using the latitude and longitude of the point. This step provides the geoid-ellipsoid separation (N) above the ellipsoid of the source Geographic 3D CRS.

Then:
           H = h - N

where h = the height above the ellipsoid in the source geographic 3D CRS (in metres)
and   H = the gravity-related height in the target vertical CRS.",(none),"File format: space-separated ascii file, no header, columns: latitude, longitude, separation.","EPSG guidance note #7-2, http://www.epsg.org",EPSG,14-12-2019,2019.087,0
1083,Geog3D to Geog2D+GravityRelatedHeight (AUSGeoidv2),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This is a multi-step transformation involving the transformation of a geographic 3D CRS to a compound CRS comprising of a geographic 2D CRS horizontal component and a 1D vertical CRS. It is a requirement of the method that the geographic 2D CRS is the horizontal subset of the geographic 3D CRS. Only the height is affected by this transformation; the geodetic latitude and longitude are not. 

The height involves the application of a geoid height difference interpolated at a point in a ""geoid model"" consisting of grid of latitude and longitude with the height of the geoid above the ellipsoid at each grid node. 

The forward transformation from geographic 3D h to compound ( + H) involves the following sequence of steps:
1) apply a Geographic3D to 2D conversion (method 9659, §4.1.4) to convert the geographic 3D coordinates h to geographic 2D coordinates referenced the interpolation CRS .
2)  use  to interpolate the geoid model for N.
3)  then H = h - N
The compound CRS coordinates ( + H) are from steps 1 and 3.


Reverse transformation from compound ( + H) to geographic 3D h:
1)  Use the horizontal component of the compound CRS () to the interpolate geoid model for N.
2)  h = H + N
3) In theory, convert  to h (using the reverse of method 9659, §4.1.4). Theoretically this is indeterminate and requires an assumption about ellipsoidal height. But here use h from step 2, which is the correct value. In practice, geographic 3D coordinates h are obtained by combining  from step1 with h from step 2. The combination of the coordinate tuples replaces the Geographic2D to 3D conversion.","For coordinate transformation: GDA2020 to GDA2020 + AHD height (1), code 9466:

For a point at 36°54'01""S, 144°46'46""E (36.9003°S, 144.7794°E), with GDA2020 ellipsoidal height of 50.000 metres, to find its AHD height:

Using the interpolation CRS GDA2020, code 7844, for interpolation, obtain the offsets at each of the surrounding grid nodes:
NW corner 36.9000°S, 144.7667°E, geoid height = 34.267m
NE corner 36.9000°S, 144.7833°E, geoid height = 34.293m
SE corner 36.9167°S, 144.7833°E, geoid height = 34.205m
SW corner 36.9167°S, 144.7667°E, geoid height = 34.185m

Interpolation for 36.9003°S, 144.7794°E gives geoid height N = 34.285m

Then AHD height H = h - N = 50.000 - (34.285) = 15.715m.


For the reverse transformation of compound CRS GDA2020 36°54'01""S, 144°46'46""E + AHD height 34.285m to GDA2020 geographic 3D, first use the horizontal component of the compound CRS, interpolation CRS code 7844, to interpolate for the geoid height N at 36°54'01""S, 144°46'46""E as in the forward transformation. N = 34.285m.

Then ellipsoidal height h = H + N = 34.285 + 15.715 = 50.000m.

GDA2020 geographic 3D coordinates are 36°54'01""S, 144°46'46""E, 50.000m.",NaN,"EPSG guidance note #7-2, http://www.epsg.org",IOGP,5-2-2021,2020.076 2020.094,0
1088,Geog3D to Geog2D+GravityRelatedHeight (gtx),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method transforms coordinates between a geographic 3D CRS and a compound CRS consisting of separate geographic 2D and vertical CRSs. The transformation is three-dimensional and reversible.

A transformation using this operation method consists of two parts:
a)	The transformation of coordinates from the geographic 3D to or from the geographic 2D CRS;
b)	The transformation of ellipsoidal height to or from gravity-related height.

However, complexities arise if the source 3D and horizontal component of the target compound CRS are based on different geodetic datums. To account for any offset between and non-parallelism of the ellipsoid surfaces, the method is entirely dependent upon a suitable three-dimensional transformation existing between the geographic 3D and geographic 2D CRSs, and this may not always be the case. For this reason the general case is considered to be out of scope here and this method is restricted to circumstances where the source geographic 3D CRS and the target geographic 2D CRS are both based on the same geodetic datum, i.e. the horizontal component of the compound CRS is the two-dimensional subset of the geographic 3D CRS. This geographic 2D CRS is also the CRS used for interpolation of the geoid model file grid.

Forward transformation from geographic 3D to compound
Because of the restriction above, latitude and longitude of the point in the source CRS do not change as a result of the transformation; therefore t = s and t = s, where the subscripts 's' and ‘t’ indicates the coordinates in the source and target CRSs respectively.

The vertical component of the forward transformation is as for the Geographic3D to GravityRelatedHeight (gtx) method, code 9665. The method requires that the ‘Interpolation CRS’ - the horizontal CRS to which the grid containing the geoid heights () are referenced - to be specified. That will be the geographic 2D CRS which is both the horizontal subset of the geographic 3D CRS and the horizontal component of the compound CRS. The unit of measure in which the geoid heights are given is part of the file format definition.

The forward case is straightforward:
	t  =  s
	t  =  s
Then using (, ) for interpolation for the geoid height at the point,
	H  =  h  –  

Reverse transformation from compound to geographic 3D
For the reverse case the height offset  is first interpolated using the geographic 2D coordinates (, ).
Then:
	t  =  s
	t  =  s
	h  =  H  +  ","For coordinate transformation: ETRS89 to ETRS89 + NAP height.
The Interpolation CRS is ETRS89 geographic 2D, CRS code 4258.

A point in the geographic 3D coordinate reference system ETRS89, code 4937, with:
	latitude 		 = 51°59'10.80033""N	=  +51.986333425°
	longitude 		 =   4°37'48.72315""E 	=    +4.630200875°
	ellipsoidal height 	h = 36.7595m 

is converted to the geographic 2D coordinate reference system ETRS89, code 4258, as: 
	point 			  = +51.986333426°	 = +4.630200875°

To find its NAP height, first obtain the geoid height () at each of the surrounding grid nodes:
	NW node 		  = +51.9875°		 = +4.6200°		 = +43.5376m
	NE node 		  = +51.9875°		 = +4.6400°		 = +43.5398m
	SE node 		  = +51.9750°		 = +4.6400°		 = +43.5479m
	SW node 		  = +51.9750°		 = +4.6200°		 = +43.5455m

Use bi-linear interpolation in ETRS89 to obtain the geoid height ():
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the NAP height  	H = h  –   = 36.7595  43.5395 = 6.7800m

The coordinates in compound CRS ""ETRS89 + NAP height"", code 9283, are: 
	latitude 		  = 51°59'10.80033""N
	longitude 		  =   4°37'48.72315""E
	NAP height 		H = 6.7800m 


For the reverse transformation to find the ellipsoidal ETRS89 height, first obtain the geoid height () at each of the surrounding grid nodes and use bi-linear interpolation in ETRS89 to obtain the geoid height () at the point, as for the forward computation above:
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the ellipsoidal ETRS89 height h = H  +   = 6.7800 + 43.5395 = 36.7595m

The coordinates in geographic 3D coordinate reference system ETRS89, code 4937, are: 
	latitude 		 = 51°59'10.80033""N	= +51.986333425°
	longitude 		  =   4°37'48.72315""E 	=   +4.630200875°
	ellipsoidal height 	h = 36.7595m",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,5-2-2021,2020.093 2020.094,0
1089,Geog3D to Geog2D+GravityRelatedHeight (BEV AT),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method transforms coordinates between a geographic 3D CRS and a compound CRS consisting of separate geographic 2D and vertical CRSs. The transformation is three-dimensional and reversible.

A transformation using this operation method consists of two parts:
a)	The transformation of coordinates from the geographic 3D to or from the geographic 2D CRS;
b)	The transformation of ellipsoidal height to or from gravity-related height.

However, complexities arise if the source 3D and horizontal component of the target compound CRS are based on different geodetic datums. To account for any offset between and non-parallelism of the ellipsoid surfaces, the method is entirely dependent upon a suitable three-dimensional transformation existing between the geographic 3D and geographic 2D CRSs, and this may not always be the case. For this reason the general case is considered to be out of scope here and this method is restricted to circumstances where the source geographic 3D CRS and the target geographic 2D CRS are both based on the same geodetic datum, i.e. the horizontal component of the compound CRS is the two-dimensional subset of the geographic 3D CRS. This geographic 2D CRS is also the CRS used for interpolation of the geoid model file grid.

Forward transformation from geographic 3D to compound
Because of the restriction above, latitude and longitude of the point in the source CRS do not change as a result of the transformation; therefore t = s and t = s, where the subscripts 's' and ‘t’ indicates the coordinates in the source and target CRSs respectively.

The vertical component of the forward transformation is as for the Geographic3D to GravityRelatedHeight (gtx) method, code 9665. The method requires that the ‘Interpolation CRS’ - the horizontal CRS to which the grid containing the geoid heights () are referenced - to be specified. That will be the geographic 2D CRS which is both the horizontal subset of the geographic 3D CRS and the horizontal component of the compound CRS. The unit of measure in which the geoid heights are given is part of the file format definition.

The forward case is straightforward:
	t  =  s
	t  =  s
Then using (, ) for interpolation for the geoid height at the point,
	H  =  h  –  

Reverse transformation from compound to geographic 3D
For the reverse case the height offset  is first interpolated using the geographic 2D coordinates (, ).
Then:
	t  =  s
	t  =  s
	h  =  H  +  ","For coordinate transformation: ETRS89 to ETRS89 + NAP height.
The Interpolation CRS is ETRS89 geographic 2D, CRS code 4258.

A point in the geographic 3D coordinate reference system ETRS89, code 4937, with:
	latitude 		 = 51°59'10.80033""N	=  +51.986333425°
	longitude 		 =   4°37'48.72315""E 	=    +4.630200875°
	ellipsoidal height 	h = 36.7595m 

is converted to the geographic 2D coordinate reference system ETRS89, code 4258, as: 
	point 			  = +51.986333426°	 = +4.630200875°

To find its NAP height, first obtain the geoid height () at each of the surrounding grid nodes:
	NW node 		  = +51.9875°		 = +4.6200°		 = +43.5376m
	NE node 		  = +51.9875°		 = +4.6400°		 = +43.5398m
	SE node 		  = +51.9750°		 = +4.6400°		 = +43.5479m
	SW node 		  = +51.9750°		 = +4.6200°		 = +43.5455m

Use bi-linear interpolation in ETRS89 to obtain the geoid height ():
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the NAP height  	H = h  –   = 36.7595  43.5395 = 6.7800m

The coordinates in compound CRS ""ETRS89 + NAP height"", code 9283, are: 
	latitude 		  = 51°59'10.80033""N
	longitude 		  =   4°37'48.72315""E
	NAP height 		H = 6.7800m 


For the reverse transformation to find the ellipsoidal ETRS89 height, first obtain the geoid height () at each of the surrounding grid nodes and use bi-linear interpolation in ETRS89 to obtain the geoid height () at the point, as for the forward computation above:
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the ellipsoidal ETRS89 height h = H  +   = 6.7800 + 43.5395 = 36.7595m

The coordinates in geographic 3D coordinate reference system ETRS89, code 4937, are: 
	latitude 		 = 51°59'10.80033""N	= +51.986333425°
	longitude 		  =   4°37'48.72315""E 	=   +4.630200875°
	ellipsoidal height 	h = 36.7595m",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,5-2-2021,2020.094,0
1090,Geog3D to Geog2D+GravityRelatedHeight (CGG 2013),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method transforms coordinates between a geographic 3D CRS and a compound CRS consisting of separate geographic 2D and vertical CRSs. The transformation is three-dimensional and reversible.

A transformation using this operation method consists of two parts:
a)	The transformation of coordinates from the geographic 3D to or from the geographic 2D CRS;
b)	The transformation of ellipsoidal height to or from gravity-related height.

However, complexities arise if the source 3D and horizontal component of the target compound CRS are based on different geodetic datums. To account for any offset between and non-parallelism of the ellipsoid surfaces, the method is entirely dependent upon a suitable three-dimensional transformation existing between the geographic 3D and geographic 2D CRSs, and this may not always be the case. For this reason the general case is considered to be out of scope here and this method is restricted to circumstances where the source geographic 3D CRS and the target geographic 2D CRS are both based on the same geodetic datum, i.e. the horizontal component of the compound CRS is the two-dimensional subset of the geographic 3D CRS. This geographic 2D CRS is also the CRS used for interpolation of the geoid model file grid.

Forward transformation from geographic 3D to compound
Because of the restriction above, latitude and longitude of the point in the source CRS do not change as a result of the transformation; therefore t = s and t = s, where the subscripts 's' and ‘t’ indicates the coordinates in the source and target CRSs respectively.

The vertical component of the forward transformation is as for the Geographic3D to GravityRelatedHeight (gtx) method, code 9665. The method requires that the ‘Interpolation CRS’ - the horizontal CRS to which the grid containing the geoid heights () are referenced - to be specified. That will be the geographic 2D CRS which is both the horizontal subset of the geographic 3D CRS and the horizontal component of the compound CRS. The unit of measure in which the geoid heights are given is part of the file format definition.

The forward case is straightforward:
	t  =  s
	t  =  s
Then using (, ) for interpolation for the geoid height at the point,
	H  =  h  –  

Reverse transformation from compound to geographic 3D
For the reverse case the height offset  is first interpolated using the geographic 2D coordinates (, ).
Then:
	t  =  s
	t  =  s
	h  =  H  +  ","For coordinate transformation: ETRS89 to ETRS89 + NAP height.
The Interpolation CRS is ETRS89 geographic 2D, CRS code 4258.

A point in the geographic 3D coordinate reference system ETRS89, code 4937, with:
	latitude 		 = 51°59'10.80033""N	=  +51.986333425°
	longitude 		 =   4°37'48.72315""E 	=    +4.630200875°
	ellipsoidal height 	h = 36.7595m 

is converted to the geographic 2D coordinate reference system ETRS89, code 4258, as: 
	point 			  = +51.986333426°	 = +4.630200875°

To find its NAP height, first obtain the geoid height () at each of the surrounding grid nodes:
	NW node 		  = +51.9875°		 = +4.6200°		 = +43.5376m
	NE node 		  = +51.9875°		 = +4.6400°		 = +43.5398m
	SE node 		  = +51.9750°		 = +4.6400°		 = +43.5479m
	SW node 		  = +51.9750°		 = +4.6200°		 = +43.5455m

Use bi-linear interpolation in ETRS89 to obtain the geoid height ():
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the NAP height  	H = h  –   = 36.7595  43.5395 = 6.7800m

The coordinates in compound CRS ""ETRS89 + NAP height"", code 9283, are: 
	latitude 		  = 51°59'10.80033""N
	longitude 		  =   4°37'48.72315""E
	NAP height 		H = 6.7800m 


For the reverse transformation to find the ellipsoidal ETRS89 height, first obtain the geoid height () at each of the surrounding grid nodes and use bi-linear interpolation in ETRS89 to obtain the geoid height () at the point, as for the forward computation above:
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the ellipsoidal ETRS89 height h = H  +   = 6.7800 + 43.5395 = 36.7595m

The coordinates in geographic 3D coordinate reference system ETRS89, code 4937, are: 
	latitude 		 = 51°59'10.80033""N	= +51.986333425°
	longitude 		  =   4°37'48.72315""E 	=   +4.630200875°
	ellipsoidal height 	h = 36.7595m",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,5-2-2021,2020.094,0
1091,Geog3D to Geog2D+GravityRelatedHeight (CI),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method transforms coordinates between a geographic 3D CRS and a compound CRS consisting of separate geographic 2D and vertical CRSs. The transformation is three-dimensional and reversible.

A transformation using this operation method consists of two parts:
a)	The transformation of coordinates from the geographic 3D to or from the geographic 2D CRS;
b)	The transformation of ellipsoidal height to or from gravity-related height.

However, complexities arise if the source 3D and horizontal component of the target compound CRS are based on different geodetic datums. To account for any offset between and non-parallelism of the ellipsoid surfaces, the method is entirely dependent upon a suitable three-dimensional transformation existing between the geographic 3D and geographic 2D CRSs, and this may not always be the case. For this reason the general case is considered to be out of scope here and this method is restricted to circumstances where the source geographic 3D CRS and the target geographic 2D CRS are both based on the same geodetic datum, i.e. the horizontal component of the compound CRS is the two-dimensional subset of the geographic 3D CRS. This geographic 2D CRS is also the CRS used for interpolation of the geoid model file grid.

Forward transformation from geographic 3D to compound
Because of the restriction above, latitude and longitude of the point in the source CRS do not change as a result of the transformation; therefore t = s and t = s, where the subscripts 's' and ‘t’ indicates the coordinates in the source and target CRSs respectively.

The vertical component of the forward transformation is as for the Geographic3D to GravityRelatedHeight (gtx) method, code 9665. The method requires that the ‘Interpolation CRS’ - the horizontal CRS to which the grid containing the geoid heights () are referenced - to be specified. That will be the geographic 2D CRS which is both the horizontal subset of the geographic 3D CRS and the horizontal component of the compound CRS. The unit of measure in which the geoid heights are given is part of the file format definition.

The forward case is straightforward:
	t  =  s
	t  =  s
Then using (, ) for interpolation for the geoid height at the point,
	H  =  h  –  

Reverse transformation from compound to geographic 3D
For the reverse case the height offset  is first interpolated using the geographic 2D coordinates (, ).
Then:
	t  =  s
	t  =  s
	h  =  H  +  ","For coordinate transformation: ETRS89 to ETRS89 + NAP height.
The Interpolation CRS is ETRS89 geographic 2D, CRS code 4258.

A point in the geographic 3D coordinate reference system ETRS89, code 4937, with:
	latitude 		 = 51°59'10.80033""N	=  +51.986333425°
	longitude 		 =   4°37'48.72315""E 	=    +4.630200875°
	ellipsoidal height 	h = 36.7595m 

is converted to the geographic 2D coordinate reference system ETRS89, code 4258, as: 
	point 			  = +51.986333426°	 = +4.630200875°

To find its NAP height, first obtain the geoid height () at each of the surrounding grid nodes:
	NW node 		  = +51.9875°		 = +4.6200°		 = +43.5376m
	NE node 		  = +51.9875°		 = +4.6400°		 = +43.5398m
	SE node 		  = +51.9750°		 = +4.6400°		 = +43.5479m
	SW node 		  = +51.9750°		 = +4.6200°		 = +43.5455m

Use bi-linear interpolation in ETRS89 to obtain the geoid height ():
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the NAP height  	H = h  –   = 36.7595  43.5395 = 6.7800m

The coordinates in compound CRS ""ETRS89 + NAP height"", code 9283, are: 
	latitude 		  = 51°59'10.80033""N
	longitude 		  =   4°37'48.72315""E
	NAP height 		H = 6.7800m 


For the reverse transformation to find the ellipsoidal ETRS89 height, first obtain the geoid height () at each of the surrounding grid nodes and use bi-linear interpolation in ETRS89 to obtain the geoid height () at the point, as for the forward computation above:
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the ellipsoidal ETRS89 height h = H  +   = 6.7800 + 43.5395 = 36.7595m

The coordinates in geographic 3D coordinate reference system ETRS89, code 4937, are: 
	latitude 		 = 51°59'10.80033""N	= +51.986333425°
	longitude 		  =   4°37'48.72315""E 	=   +4.630200875°
	ellipsoidal height 	h = 36.7595m",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,5-2-2021,2020.094,0
1092,Geog3D to Geog2D+GravityRelatedHeight (EGM2008),1,"Note: These formulas have been transcribed from EPSG Guidance Note #7-2. Users are encouraged to use that document rather than the text which follows as reference because limitations in the transcription will be avoided.

This method transforms coordinates between a geographic 3D CRS and a compound CRS consisting of separate geographic 2D and vertical CRSs. The transformation is three-dimensional and reversible.

A transformation using this operation method consists of two parts:
a)	The transformation of coordinates from the geographic 3D to or from the geographic 2D CRS;
b)	The transformation of ellipsoidal height to or from gravity-related height.

However, complexities arise if the source 3D and horizontal component of the target compound CRS are based on different geodetic datums. To account for any offset between and non-parallelism of the ellipsoid surfaces, the method is entirely dependent upon a suitable three-dimensional transformation existing between the geographic 3D and geographic 2D CRSs, and this may not always be the case. For this reason the general case is considered to be out of scope here and this method is restricted to circumstances where the source geographic 3D CRS and the target geographic 2D CRS are both based on the same geodetic datum, i.e. the horizontal component of the compound CRS is the two-dimensional subset of the geographic 3D CRS. This geographic 2D CRS is also the CRS used for interpolation of the geoid model file grid.

Forward transformation from geographic 3D to compound
Because of the restriction above, latitude and longitude of the point in the source CRS do not change as a result of the transformation; therefore t = s and t = s, where the subscripts 's' and ‘t’ indicates the coordinates in the source and target CRSs respectively.

The vertical component of the forward transformation is as for the Geographic3D to GravityRelatedHeight (gtx) method, code 9665. The method requires that the ‘Interpolation CRS’ - the horizontal CRS to which the grid containing the geoid heights () are referenced - to be specified. That will be the geographic 2D CRS which is both the horizontal subset of the geographic 3D CRS and the horizontal component of the compound CRS. The unit of measure in which the geoid heights are given is part of the file format definition.

The forward case is straightforward:
	t  =  s
	t  =  s
Then using (, ) for interpolation for the geoid height at the point,
	H  =  h  –  

Reverse transformation from compound to geographic 3D
For the reverse case the height offset  is first interpolated using the geographic 2D coordinates (, ).
Then:
	t  =  s
	t  =  s
	h  =  H  +  ","For coordinate transformation: ETRS89 to ETRS89 + NAP height.
The Interpolation CRS is ETRS89 geographic 2D, CRS code 4258.

A point in the geographic 3D coordinate reference system ETRS89, code 4937, with:
	latitude 		 = 51°59'10.80033""N	=  +51.986333425°
	longitude 		 =   4°37'48.72315""E 	=    +4.630200875°
	ellipsoidal height 	h = 36.7595m 

is converted to the geographic 2D coordinate reference system ETRS89, code 4258, as: 
	point 			  = +51.986333426°	 = +4.630200875°

To find its NAP height, first obtain the geoid height () at each of the surrounding grid nodes:
	NW node 		  = +51.9875°		 = +4.6200°		 = +43.5376m
	NE node 		  = +51.9875°		 = +4.6400°		 = +43.5398m
	SE node 		  = +51.9750°		 = +4.6400°		 = +43.5479m
	SW node 		  = +51.9750°		 = +4.6200°		 = +43.5455m

Use bi-linear interpolation in ETRS89 to obtain the geoid height ():
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the NAP height  	H = h  –   = 36.7595  43.5395 = 6.7800m

The coordinates in compound CRS ""ETRS89 + NAP height"", code 9283, are: 
	latitude 		  = 51°59'10.80033""N
	longitude 		  =   4°37'48.72315""E
	NAP height 		H = 6.7800m 


For the reverse transformation to find the ellipsoidal ETRS89 height, first obtain the geoid height () at each of the surrounding grid nodes and use bi-linear interpolation in ETRS89 to obtain the geoid height () at the point, as for the forward computation above:
	point			  = +51.986333426°	 = +4.630200875°	 = +43.5395m

Then the ellipsoidal ETRS89 height h = H  +   = 6.7800 + 43.5395 = 36.7595m

The coordinates in geographic 3D coordinate reference system ETRS89, code 4937, are: 
	latitude 		 = 51°59'10.80033""N	= +51.986333425°
	longitude 		  =   4°37'48.72315""E 	=   +4.630200875°
	ellipsoidal height 	h = 36.7595m",NaN,"EPSG guidance note #7-2, http://www.epsg.org",EPSG,5-2-2021,2020.094,0
